Gid,SE_T002_002,SE_T030_002,SE_T083_001,SE_T147_001
36005004100,87037.21,0,10939,40
39049008812,927.4406,0,27200,22
39049008811,964.0975,8.47,15971,20
39155932801,3120.32,0,20794,16
12057011603,3714.034,0,26557,25
06037228100,13059.3,0,10508,28
37067002002,2529.511,4.04,13390,19
12057011605,1890.538,9.02,20406,24
21037052500,3292.108,0,24390,20
48395960100,13.13262,3.54,25294,23
12057011608,1192.38,0,37651,28
18167000900,1650.766,0,21309,17
13179990000,0,0,0,0
36047050500,67206.5,8.7,22505,34
26111290800,3025.998,4.27,34335,15
23025966600,196.888,0,21443,20
01031011000,316.6393,17.13,23350,19
42045403902,6131.894,0,39607,26
17031222500,25105.97,0,23778,30
42045403901,7004.917,0,30238,28
06037530302,21089.07,3.17,17729,30
06037530301,9947.647,11.59,14927,30
13121005501,4985.695,4.58,18869,28
27053024801,6042.551,0,29732,20
26163554500,3833.847,100,18325,23
06073015802,13844.27,4.25,15403,23
06073015801,14165.61,0,15572,24
37063000500,4359.344,8.66,15107,21
22033003703,3131.871,0,30959,24
25005651700,15101.3,0,21499,25
25017341400,18348.12,0,23462,33
13089023505,3242.87,0,19521,36
26135970400,36.74084,41.03,17880,22
26129950200,17.21854,12.16,27172,22
22015011109,613.963,0,37053,22
55039042100,47.39156,3.26,30801,24
06019007500,151.5475,13.12,16611,21
27065480200,24.83939,2.38,25826,38
17031800500,3925.974,0,101382,35
36047059300,28534.38,0,33080,40
26125193000,2713.799,0,41734,24
26161431000,123.4113,1.66,32011,29
20085082800,10.31934,2.42,25226,25
06019008100,2133.71,0,19934,24
48303001200,629.0041,16.21,15632,16
17031813900,26002.13,0,12818,31
26099215000,318.6642,0,41174,31
21033920100,16.25594,5.26,23592,30
72043954200,4062.301,12.78,10309,24
05055480700,265.235,0,14468,16
38035010700,4140.147,0,24283,15
06019005906,94.47884,0,31736,27
06019005905,220.1369,15.46,36329,25
53061050800,5083.941,0,36830,34
06047000505,374.7472,3.34,16542,25
06047000504,2500.267,7.34,13949,24
06019005909,5068.594,2.77,31861,23
04001970501,821.2444,0,20547,17
06037433700,3358.31,0,16218,30
21171930300,55.96761,6.25,17817,20
06047000503,71.19312,0,17825,25
18141012400,38.08545,0,28342,23
35001004747,4961.673,0,23868,27
53063013600,382.2514,0,25609,20
09011695201,302.2573,0.71,32685,20
51059481701,1560.549,0,77033,31
26125127500,1990.421,4.36,38658,28
51059481702,4569.513,0,50584,35
45091060502,1164.154,21.88,19326,28
45091060501,2547.31,0,12222,20
01005950100,18.55772,5.46,19506,25
15003003101,1976.038,0,42962,23
15003003102,2286.491,0,46630,21
55079002600,11507.55,0,14292,23
39061021201,1396.87,0,46360,25
17031460100,2914.935,10.27,16857,45
18091040400,2882.831,0,23103,21
39061021202,3367.68,0,31758,28
48201522100,8103.193,16.72,22904,24
26037011200,4969.951,0,9817,17
09009171200,1676.806,0,39306,23
35001004742,3987.413,0,27166,26
37021000800,1884.416,7.22,35339,16
22015011106,153.9564,19.61,23482,32
51195931500,135.7547,0,18198,22
36063023001,6498.201,0,22403,21
06065041003,4009.178,10.12,20490,32
06065041002,8884.084,0,16563,32
06065041001,15509.16,0,14229,32
06065041004,1341.883,0,18981,35
36103158405,664.7708,0,40920,33
36103158407,3887.537,0,35933,41
36103158401,154.1593,0,37000,35
06115040600,3523.052,16.26,18166,29
36121971000,88.05579,0,23212,22
06037227010,21432.76,3.38,10170,27
36103158408,5628.87,15.5,33328,39
36103158409,1611.209,0,34135,30
29095015900,6516.138,15.49,22463,17
27053103900,27678.22,0,12959,19
24510250203,4911.607,19.51,17160,26
24510250204,12271.71,0,9208,34
24510250205,5019.838,0,19690,28
17031840300,11732.66,0,17983,33
24510250207,6345.997,13.11,18551,32
10005051301,482.3192,0,35416,27
26151970200,16.6874,9.63,21097,26
04001970502,2.186995,5.66,27771,27
22103040102,56.42139,6.44,24052,32
06037543701,11689.12,6.7,21780,26
06037543702,13492.6,8.75,23937,24
06037543703,8857.093,0,27370,28
19067480400,496.1472,0,18917,23
09007542200,1061.441,0,44803,26
39095001500,2379.836,4.55,15708,20
13153020109,1797.986,0,27968,21
55079004600,10934.42,16.98,15712,22
29161890900,2263.739,10.13,28923,14
53045961100,148.9286,0,30169,41
39101000400,1459.489,8.63,18168,20
06073009706,3261.3,4.93,58061,22
40051000902,94.49773,2.42,26124,30
40051000903,246.8187,0,31097,28
32003000521,11024.48,0,11456,31
40051000901,17.49816,4.51,26275,29
36103135101,2860.945,0,45956,36
36103135102,3231.859,0,54794,32
06073011000,11106.1,0,53495,21
36103135104,2470.878,3.56,42054,34
11001002301,21210.27,0,45629,32
34023003800,11095.79,0,23958,27
09005253100,1911.08,0,33300,32
06085508303,5392.595,0,70760,25
24021752202,6997.77,0,47200,41
06085508301,6045.528,9.83,67847,22
24021752204,711.1694,0,45751,40
06085508304,16761.41,3.24,45111,23
29186960300,37.04854,0,28852,26
29047021004,4280.243,11.56,21343,21
04013040530,6089.245,0,24138,27
08031007013,7532.692,58.33,42748,26
06059087200,9559.253,0,24715,32
53063011600,2359.719,0,27720,18
48485012600,2118.246,0,30584,11
27157490200,18.53069,3.13,33133,31
55101002800,201.9209,0,35548,29
06037570901,8459.276,0,33153,27
06037570902,9135.327,5.75,34126,29
36085005900,5622.529,0,41938,50
39113021800,5905.906,0,20149,21
13121011800,3450.08,0,13663,27
17143004200,1828.043,0,33225,20
24005420303,3971.715,0,29128,24
24005420302,11802.87,0,27143,26
24005420301,11336.65,0,20613,21
39129021100,86.88893,2.5,29832,28
51167030500,85.12685,15.38,18717,35
25011040200,81.79921,0.49,33610,24
18089020400,3902.442,12.88,14429,26
06037576502,41735.84,6.67,19577,35
06037576503,36675.5,5.98,24658,31
06037576501,26231.71,0,26134,33
18157001600,1959.893,4.36,30750,18
26123970900,94.83443,19.31,20561,34
25025010802,52529.05,0,114237,23
01103005200,80.65681,2.54,22705,26
25025010801,65824.69,2.07,126461,22
17043844307,3857.009,0,30732,26
48441010600,4177.189,0,24856,15
42013100900,4515.98,0,18717,19
36007011903,57.42812,4.79,23626,27
29077003800,416.8793,7.22,51698,22
39061025002,2059.708,7.64,43493,22
22123000300,21.75062,11.71,16164,29
37021002603,72.18913,0,22621,32
08041000400,3286.005,0,29003,17
04012020202,3.354377,0,39032,14
21117064500,2180.318,0,43888,19
36081074900,10762.16,0,87486,35
39165030800,273.8053,0,40425,27
36035970900,5428.776,13.21,23555,24
55105001302,189.0964,0.9,35452,21
48141010101,27.59004,0.63,21531,8
37133000103,38.4722,0,37451,28
48141010103,1132.327,2.5,23130,9
48113014123,2397.015,0,64541,27
42101003200,24388.94,0,15561,33
42043021400,5563.925,11.01,10148,17
41047001100,4933.879,5.59,26737,19
16027021800,140.9731,7.65,26681,25
49003960702,2195.181,6.48,18955,27
06065043311,4783.662,0,19456,36
06065043310,5356.833,8.15,14348,39
06065043313,6624.889,10.22,14325,30
48113014121,3361.734,0,48146,22
36067012200,3102.715,0,26820,20
49003960701,3421.29,0,18248,23
06065043317,830.8775,0,19917,40
06065043316,1983.048,0,21459,44
08013012507,7200.262,0,30907,20
08013012505,697.683,0,54847,21
02130000300,1104.256,5.59,28468,9
08013012501,2006.485,0,44147,21
72127009904,9452.123,0,36007,26
37031970703,1075.708,13.91,23548,23
51199050401,515.8229,0,43563,25
72127009903,4616.03,11.48,34454,28
08013012509,5183.61,1.23,46841,22
08013012508,2381.88,0,44432,20
18097351900,4712.066,77.14,20526,28
22039950600,1209.495,24.21,13038,21
45007000200,2429.575,0,20136,16
42021013000,3952.076,0,21636,26
06009000400,18.22971,0,21141,36
27037060509,1202.471,0,38400,22
41011001000,57.65141,0,22172,16
51750010102,2335.947,0,9232,16
32003000527,13085.72,20.15,15518,27
01089003100,2625.165,31.12,27756,14
12017450102,201.3734,17.46,19880,31
42101021200,12254.24,0,33813,31
27153790800,28.40638,0,32530,29
06037551800,8864.371,5.41,22209,30
36047083400,31328.01,0,26373,45
06081608300,9656.245,0,65017,30
33015101100,719.6968,0,34774,33
42011001600,28624.94,16.58,11588,31
25021422800,4479.944,5.19,39948,38
36033951100,51.439,22.73,23235,17
36081069702,20154.57,0,43631,41
55133204002,152.5562,0,35032,33
48245001200,1382.069,0,23117,17
24013505208,2449.671,0,42349,35
36017970802,56.57024,6.11,23683,25
24013505205,3357.818,11.74,67077,35
53053060600,6414.726,1.4,46171,26
24013505207,2396.641,12.38,41190,37
24013505206,423.1216,0,44471,34
24013505203,1307.606,0,33543,40
51041100923,1907.385,0,34147,29
13213010600,121.6788,18.89,16351,25
48221160209,178.8086,16.7,36026,33
36027140801,891.766,10.2,41871,33
19155030601,5585.4,5.97,22702,18
42091206400,1726.854,0,38144,31
25001011802,755.5368,0,36595,24
51077060201,42.28522,0,16473,31
18065976700,133.896,0,25318,28
51077060202,20.45416,0,20583,29
48221160207,975.472,0,35146,32
06061021403,7053.397,0,18627,27
48221160205,266.8641,0,28483,35
48221160204,79.68372,5.33,23760,36
72013300500,6559.681,47.92,6987,21
36067005400,9567.07,24.05,12212,22
21111011301,931.3199,0,19244,19
55133204004,140.5619,1.19,46029,31
42061951100,24.10329,2.38,25524,42
26103002300,4.221922,7.69,23234,33
15009031801,23.25148,4.89,17992,18
72025201600,13873.58,0,6528,25
32003001608,3049.436,0,17786,23
32003001609,9447.105,15.54,16190,26
01125011701,4388.442,1.69,14066,19
13021013502,72.75163,0,23849,18
01125011703,1327.753,6.49,16075,22
53053063502,6029.168,0,23321,26
06085502301,7437.2,0,66276,27
06085502302,10843.8,0,51446,26
32003001607,8300.556,36.45,13827,33
06107000702,6064.43,3.01,12235,26
42101011800,16584.95,0,22695,33
06107000701,165.7637,11.7,17051,31
26059050400,61.24905,4.51,20185,25
27041450100,19.49556,0,29697,25
26049001900,2503.419,0,10899,22
01103001000,2959.533,9.39,24642,19
24013506102,370.8141,0,39909,34
46059975600,1.017122,0,37150,17
51107610400,993.7375,0,54198,32
06081606100,4929.758,0,29108,22
17109010900,709.1047,0,20957,13
50027966100,63.88462,0,32258,26
28047002000,2172.5,3.68,12233,16
06037213402,29928.76,12.99,12973,35
06037213401,69867.6,3.64,12933,35
48423002009,815.1231,0,25111,22
01073010603,3871.228,0,25775,24
13059150800,1333.233,0,29612,22
36081055400,27091.33,0,26006,45
36061023801,68176.34,0,52032,38
36061023802,26100.23,0,37895,40
41051001400,11548.63,0,41576,29
48423002006,2046.626,4.55,41258,21
48423002007,528.7806,0.46,24970,19
48423002004,1932.679,0,42165,16
48453001401,6865.626,0,48350,16
26121002500,785.0439,2.39,34595,20
17163504352,1544.058,3.01,32652,23
20091052910,1298.431,0,38573,20
06037214902,14901.99,0,60565,21
06037211803,75252.36,0,20640,28
06037211802,33324.36,0,30350,31
36101962700,3322.086,0,36128,14
06037187200,8119.872,0,19974,32
53033008100,14389.26,0,63098,20
21115960100,85.14812,9.87,18391,29
47037011900,4954.766,0,21932,21
48141001900,10219.28,0,7759,17
36067016002,437.3165,0,42105,22
48121021616,8009.523,0,24921,27
37119004600,3663.207,0,11803,32
48121021614,5807.396,17.96,26919,24
18127050203,444.4697,8.62,39021,27
18127050202,3511.171,8.42,28413,23
36083041200,2760.473,0.91,36044,22
39049009800,165.6558,3.92,33648,27
32003003607,8378.426,0,22572,27
39015951400,74.82847,12.65,19997,35
48121021618,2430.196,8.02,20107,24
51740212900,3156.705,35,26312,23
34021003301,1580.805,0,52722,28
41035971200,2863.145,20.85,15062,13
51071930200,30.54425,9.09,22582,27
06029005300,18.83277,0,13258,11
42003414101,1450.598,0,45869,28
42003414102,1061.878,0,45408,28
27123036400,7572.988,0,47601,22
22097960800,80.36955,0,23828,32
19091970400,327.8071,9.38,30314,13
25027719100,259.8022,0,47551,32
04019004047,2608.59,12.93,37860,28
53061990002,0,0,0,0
39049006321,2685.057,6.76,57012,22
72023830300,2393.487,0,13325,26
12101030800,3538.685,0,18866,26
36005046000,25988.52,0.81,15881,43
40125501201,18.64682,7.89,18551,30
12103990000,0,0,0,0
17031810100,16972.46,5.67,37111,32
04019004044,992.7878,0,41861,24
06037241300,10466.58,10,17508,36
51089010601,456.816,0,20435,23
17031050700,25375.66,0,66420,32
51059461602,7766.442,44.12,56455,34
11001005800,7841.883,0,104491,21
47159975200,81.36423,0,21486,26
53009002300,39.61132,0,33557,33
16055000602,2732.446,0,21006,16
20181453600,1.038502,0,32616,16
16055000601,949.7143,0,35548,19
17119400903,277.6642,18.36,23748,24
45057011002,131.0004,11.79,20659,28
48037011700,14.54357,0,21471,27
40109108802,555.2079,0,25862,29
40109108803,310.9133,0,17856,31
06053001700,11716.68,33.77,18743,21
40109108804,221.5959,0,25114,30
39103408201,589.6732,0,24243,26
45019002701,1604.923,0,26641,21
39103408202,2362.032,4.65,31547,29
36047085000,28225.82,0,26129,49
48201542500,1690.825,11.88,41458,32
06079010503,1964.657,0,32257,24
46087964600,10.6874,5.62,29987,23
06079010504,963.5496,0,44289,25
32023960404,645.9671,10.76,21343,23
32023960405,104.4893,5.52,17884,22
32023960406,124.9628,8.33,27421,37
48061012402,1875.208,0,18206,25
32023960401,10.36388,40.26,21272,26
32023960402,358.8772,27.03,22036,21
32023960403,116.8275,0,18137,23
48201232800,7969.681,12.41,21471,26
54081000200,2704.914,0,19936,15
25009260900,4626.209,0,27302,26
53033026400,3232.392,23.76,22310,26
27071790300,4.244713,1.74,31157,16
26115832000,2121.168,0,23639,22
36047024400,63082.57,0,17735,37
06037139401,7527.948,0,38151,32
48135001600,3889.716,0,28195,21
09001045101,563.1097,3.98,97165,40
21067000400,4305.499,0,10753,19
09001045102,564.8864,0,77052,41
04021001900,56.52613,7.69,15787,23
26133970200,32.50696,12.79,21820,28
26125175300,6373.604,15.38,18748,22
34009020400,94.82981,7.33,32084,29
47037013500,4067.519,0,33102,21
51013101300,7316.353,0,69813,27
39049008813,3217.176,0,15914,23
34013018900,17603.01,0,17928,34
06029006301,659.7263,0,13015,25
51775010200,2173.221,0,31049,18
12105014301,1194.707,7.61,11349,28
04005002000,0.6699612,3.33,28353,18
22071010000,9652.244,12.5,24392,23
42003498000,1785.471,0,25788,28
36047053500,80760.8,0,7661,19
25015821400,231.2465,5.13,40287,19
17031819700,6367.216,0,59941,32
42003519000,1366.963,0,50954,27
36027040003,145.4406,0,25998,37
25025091500,31227.22,13.81,27755,32
08001015000,519.4015,20.54,18912,35
29510120200,6570.749,7.84,8885,20
18167001500,4170.097,0,22599,17
42101035601,6786.002,0,31263,35
53049990100,0,0,0,0
06073000100,4659.255,0,102685,22
06095253000,4759.456,45.45,759,0
24033805907,42709.15,28.29,23271,40
26099231200,3393.085,0,29443,24
11001008402,20111.18,0,58357,28
21111011515,3892.986,0,26905,21
48029121910,485.3074,0,32052,29
12057011606,3492.872,0,31106,28
48201511400,7554.398,0,54346,24
17031824900,1459.097,0,17376,36
12057011607,5550.717,0,27581,29
39071955000,121.584,14.62,18430,32
48215024107,1140.532,27.47,12342,20
24033805904,3413.573,3.21,26835,32
13057090905,2457.052,0,30541,35
06037703200,7420.324,0,49269,32
48215024108,969.0638,8.1,15029,18
26163542300,5672.173,18.18,16830,25
09009351400,9847.561,25.36,13835,20
29015460800,18.65354,0,18792,30
42045409601,2116.174,1.28,72185,33
06025010900,1106.57,0,14757,25
31109003720,262.4214,0,51260,21
37175960500,45.44996,0,20719,27
48201331100,2884.018,0,14491,22
16001000304,4119.287,0,28825,22
06085504321,9675.829,4.52,33278,29
34005700505,842.7203,0,94581,33
06085504323,12202.71,0,36006,24
55139001500,2429.374,0,23007,18
34005700502,979.2749,0,45664,30
16001000302,4140.853,5,26017,20
48245011500,31.4643,0,31233,27
34003022100,4750.26,0,62333,36
12086006403,12879.81,0,19876,32
36085020100,14892.36,0,35654,36
12086006401,15663.34,3.42,16098,24
06111005700,2206.205,0,16069,19
36055013300,115.1931,1.53,40315,22
45051070102,85.27779,30,23178,24
34039035300,12877.7,3.24,20983,25
06043000301,45.47581,1.03,23575,32
45051070101,153.4019,5.06,22873,26
51005080301,23.78891,0,24141,22
40089098900,9.54807,19.82,20730,28
47013950500,683.9159,5.39,20836,21
36047072200,29487.3,4.4,26391,47
55053960500,420.7761,10.14,25794,16
21197970100,54.38321,2.93,18014,29
48387950700,7.728902,2.73,20024,37
48061013206,6067.062,3.93,7701,24
31067965200,14.36887,0,23178,24
26049011712,402.6636,0,21420,31
42069101800,1183.802,0,26522,23
28145950500,55.00573,0,19477,21
39169000200,2103.82,0,43854,21
26099214500,185.9781,0,41526,31
04019002400,4896.767,7.82,11299,23
18109510702,261.4635,11.72,30439,30
48381021802,1873.78,0.95,21151,20
06075020600,23063.71,0,108856,31
48439104300,4848.494,3.77,33467,15
17031816500,3354.106,0,15313,22
29183311312,2639.25,0,39211,27
12086000808,12284.9,6.75,15605,23
17031081100,94160.34,0,69619,26
12086000804,12646.17,10.55,13405,24
12086000805,10510.64,0,14366,26
12086000806,6606.702,0,12145,26
12086000807,23388.95,5.88,8797,22
06089012500,3.284255,12.96,25372,30
36029007202,4677.537,3.55,51410,20
36047013700,59409.71,0,49937,37
21019030700,3176,39.39,26180,18
39061008400,1842.982,0,23232,29
42029305300,1255.279,0,30340,34
40137000902,20.48646,2.53,22914,25
40137000901,81.3142,2.88,26816,23
10003013300,3280.639,0,33982,24
36065021303,4098.816,0,26028,25
13259950100,15.66818,31.25,15603,24
47031970700,51.96353,5.83,19100,23
45059920101,156.4626,27.02,21249,25
53033024000,4352.823,0,74597,21
18141002100,3071.766,0,7431,27
06037552602,9081.007,4.81,16477,30
20205097200,5.513088,0,24808,19
06099000402,684.0468,0,27334,27
06099000404,3526.628,0,29200,25
41069960100,0.7977752,5.13,22723,20
06065040501,3790.96,5.57,17283,31
21097950200,30.07979,20.59,20399,32
06065040503,2888.524,7.41,21534,31
26163570200,3965.317,0,18061,27
13255160400,1360.143,15.64,11146,23
34029731204,223.9461,0,34083,25
34029731205,2205.719,0,24733,29
53041971700,16.96012,7.38,25126,32
39095000900,1307.099,0,14092,18
06037554600,11057.75,13.87,19488,30
36007014100,4535.217,0,23647,13
06001435800,10575.09,0,30808,30
06073004300,9843.376,11.11,44638,23
34021004309,340.2046,0,49015,32
40061279400,13.81792,8.2,19225,33
06037190201,28474.2,0,22211,28
22057021601,148.3743,0,26254,26
39057240100,785.8091,3.77,28981,20
13045910600,508.6491,5.51,23566,28
06059099230,9525.884,4,33405,27
47113000200,1358.616,10.23,20680,13
38041964800,2.456476,0,30490,22
04013815200,3931.193,0,29197,28
27111961100,410.0065,0,29358,18
37081010601,2923.29,0,29868,17
09001011000,3181.929,0,115421,38
36081081800,31403.43,4.93,19349,49
45013000503,514.7533,14.1,26364,19
12009062600,3378.908,0,11634,28
45013000501,599.9119,8.31,26826,25
19145490500,318.7169,0,27852,12
13195020400,172.6559,2.88,24481,27
02020001300,2969.192,0,56707,22
26021010400,80.83516,9.94,28785,23
17167000100,302.1509,42.86,25415,18
34025808500,2443.502,0,46502,28
51710003501,6353.838,25,16978,28
17095000600,4040.636,0,23277,13
34031246300,1287.034,6.71,36802,26
28139950200,39.39428,3.84,19352,25
30053000100,3.590296,16.28,22498,17
22033003907,4323.676,0,35603,20
22033003906,3699.624,0,37266,23
39017011129,2178.396,0,44202,24
06037573100,17476.02,6.51,20990,34
22033003909,4115.065,5.56,23236,21
22033003908,1557.053,0,41779,28
42095018200,177.5852,0,30200,37
19045000100,3658.212,26.32,18764,17
12086001606,18643.94,3.4,11903,21
42003110200,13747.49,0,36526,25
25015820202,51.78577,0,48420,24
37159050903,191.4619,0,25068,24
37159050904,50.12329,7.37,25208,31
25025100100,15167.5,5.25,15979,37
34041031601,174.6769,23.23,33957,36
34041031602,423.2789,0,35143,41
02110000500,1.806069,0,44810,12
13163960300,25.24637,3.15,18770,20
27053024802,6758.866,0,22931,23
36009961100,74.16518,0,26961,21
06111002102,3117.981,0,45330,24
47093004300,918.1296,0,23753,21
29189210300,3457.592,0,18340,28
72055960900,853.9451,0,6331,18
08031015400,4275.63,0,28348,24
09009120200,2472.293,0,24047,23
06037910811,0.9693118,0,39575,64
06037910812,31.77069,0,31997,44
06037910813,116.7499,0,39779,42
53025010500,11.8072,11.3,22407,17
21131920100,30.71491,0,15142,28
05069001903,461.2805,7.86,19669,19
27143170198,27.32682,0,31170,28
53033031204,411.7447,4.18,44769,37
13151070309,1637.067,0,41972,41
05069001901,31.97693,0,17631,24
36081063200,22619.53,0,34948,53
27059130302,202.518,4.8,31816,26
27059130301,513.7004,1.25,25675,31
17031031400,8813.73,0,51857,35
39017011127,3571.527,0,37578,25
42001031600,148.9217,0,36377,32
72023830502,507.7455,0,8866,34
26035000900,132.7967,14.29,17025,28
22033002200,4110.825,0,22429,18
36081155101,10505.21,0,69855,49
26005031100,97.58466,4.66,25142,24
06037920312,1147.973,2.31,41324,26
36081155102,15566.43,8.59,41839,38
06037920314,680.179,0,40613,32
20037956900,116.8675,16.34,24897,16
39031961700,394.433,0,33471,17
48201541900,3164.849,11.38,36541,33
48041000101,89.95984,0,31308,20
48041000103,19.02095,0,33795,28
48041000102,73.34627,0.97,38345,24
48201350601,840.2464,0,34350,30
48201350602,7357.902,0,33336,31
55121100400,46.57816,14.85,23966,20
42101031502,17257.57,6.25,18951,35
42101031501,28001.8,0,22098,38
12109020806,554.8535,1.86,38856,33
40111000800,34.73734,12.63,18706,28
42017100105,3170.477,0,28641,27
06037461100,6988.529,0,30131,30
36047075600,31683.5,0,38278,36
18097355300,7041.696,11.63,20496,26
47187050702,934.5504,2.45,49186,24
42017100103,3944.567,0,25229,22
13115001600,1895.416,0,12809,19
25027730700,2106.222,6.16,38133,24
06077004703,55.58664,0,34882,33
36027070401,1468.995,0.9,24293,25
40027200200,3335.847,12.5,19646,16
06037407101,11217.71,8.16,16246,29
12099007818,965.9094,5.93,38911,27
34025800200,3333.62,12.59,45626,35
06093001100,22.18239,0,20460,19
19059451100,378.5298,28.31,44532,16
12099007812,3552.152,0,26901,24
22075050800,10.32595,10,21100,22
02020002821,3837.575,8.49,53275,19
12099007817,4427.136,26.05,27032,26
12099007814,1434.96,0,73178,23
02020002822,963.1299,5.08,56766,24
26143970600,41.25834,19.05,22963,25
51001090500,101.101,0,20685,18
19013003002,31.68578,0,36177,18
48029121122,4575.479,0,35597,23
48029121121,3312.466,10,42259,24
19013003001,251.6315,0,35789,15
01017953800,19.73146,0,18598,32
18095011200,363.1204,4.83,28780,24
47051960202,127.084,0,20249,24
06001403100,12850.93,0,35472,33
48391950200,19.90776,21.54,22395,23
12019030201,472.3433,1.74,27653,34
18043071103,362.6038,0,38175,24
12019030203,1472.573,3.26,28495,35
12019030202,1110.032,0,26274,35
13067031118,2890.045,8.02,39703,36
13067031116,3752.571,0,16873,27
13067031117,2362.979,0,36344,32
45021970700,55.39627,13.64,17850,32
26035000600,581.4106,12.87,22694,21
13067031112,3344.806,0,50638,29
17011964700,21.39532,6.08,30112,25
13067031110,3397.24,0,33082,26
13067031111,4690.272,1.43,50838,25
04013422615,3865.826,18.17,31889,31
04013422616,2409.446,0,23374,28
04013422617,5923.929,12.31,28198,23
04013422610,2826.179,0,26792,24
25009217600,1255.371,0,51616,30
29095010201,1251.159,0,14588,21
45003021001,481.3026,17.37,20157,26
45003021002,832.2049,22.55,17209,20
04013422618,2965.835,0,34889,23
08043978200,241.3418,4.85,20073,22
18097322300,6539.951,0,45539,24
36005038100,116074,12.23,14649,45
31109002200,4054.935,0.37,20534,18
55003950300,1289.372,4.04,23537,17
42095010400,5267.404,0,30619,25
24009860801,227.9705,2.8,38626,42
24009860802,398.4669,2.86,41525,40
39025041200,1698.447,0,30572,27
31053964300,1374.02,0,24295,18
39153503200,4691.566,19.75,15262,20
12009064602,700.1771,30.77,20432,18
30063001600,21.37234,10.96,30567,23
25021419500,2363.915,0,38791,36
29049960400,33.5503,0,27209,31
13211010100,39.43966,0,27386,27
18065975700,44.88013,1.71,22899,30
48113016704,4311.822,23.78,16261,33
27123041700,2368.559,0,40585,22
39175938300,546.2781,39.41,22130,17
13027960400,65.0005,0,17830,22
18097381101,2725.032,0,35620,22
20097969100,3.487216,15.17,24895,13
06037201110,6169.004,9.32,19319,30
34007603602,2409.575,2.92,57169,25
06037575500,84.60997,0,12477,0
48481740200,146.1725,0,17150,31
06037204700,12654.53,2.24,15452,27
42003488200,3075.743,10.59,19451,28
17163501800,4510.901,8.78,21692,26
25017312502,5264.049,10.42,37132,25
26145011702,170.1772,4.76,22210,21
25027754200,3947.508,8.33,21893,23
32003000403,10299.34,0,14343,28
32003000402,4995.576,10.92,10538,28
32003000401,5968.238,15.18,11365,35
48113016701,2445.435,0,15923,29
42101024500,11688.91,10.77,12742,38
17051950800,918.6887,5.36,19986,15
31079001400,14.61008,3.05,24652,20
18089042403,1822.453,0,23328,25
18089042402,1442.545,0,24540,23
17137951900,1936.434,0,30385,15
37183051900,3082.346,17.63,18753,21
05007020404,2740.397,4.76,19947,18
51059420100,2816.277,0,38110,29
40085094200,18.9172,1.36,21933,22
42071001400,12022.63,4.35,11813,25
42065950400,1109.734,10.08,28344,18
17031410200,55015.17,4.4,20383,30
13215002000,4025.683,2.48,15748,18
53033011900,6184.534,15.49,27468,36
34025990000,0,0,0,0
01055001100,596.1179,5.19,37138,23
22045030301,245.4967,7.58,27072,27
22045030302,127.6704,0,25216,25
36003951100,64.9587,7.53,20712,18
22097961200,208.6157,0,16927,26
37101041002,707.7148,6.57,27727,29
42129805100,223.8673,2.68,24574,27
36005028700,52933.14,0,25364,38
06097150701,3680.787,11.46,39337,33
36119013102,845.3312,0.72,89553,41
12071060101,1735.937,0,29362,27
12071060102,2651.21,0,38534,21
46035962800,1718.459,7.45,23429,12
24025303900,3011.884,0,39533,33
36119001505,23109.48,0,34517,42
06019005907,3215.392,0,30431,20
22089062700,175.4775,25.57,25914,24
48201254000,4283.596,0,25142,28
36119001503,9261.272,0,31746,38
36119001502,18695,0,38967,33
36045060803,1055.377,1,16381,10
04013811500,5083.922,3.53,37759,28
34005702803,5680.042,0,30058,32
24031700309,6310.024,0,30452,36
24031700308,6421.097,4.85,45211,36
36007001500,5890.776,0,35676,17
24031700304,3819.105,3.9,43643,40
06019005904,251.4669,0,31396,25
42101033101,25359.81,0,24413,29
42101033102,13063.92,0,26180,37
08049000202,26.927,3.54,31945,18
25021404301,3678.289,0,100562,31
25021404302,3693.201,0,75218,29
08049000201,9.640642,35.71,36430,21
17163501502,2167.019,0,22509,25
04013420108,397.4904,0,54898,26
04013420109,1564.306,0,46760,29
04013420107,2048.165,0,54071,28
04013420104,1884.925,8.05,31102,26
04013420105,1916.311,6.28,32123,28
26161416000,2589.817,0,31457,22
10005051204,589.0033,0,55491,20
55009020203,343.185,0,36145,23
17031804609,3977.001,0,43382,27
17031804608,3340.162,0,37496,30
34027043301,1877.076,0,48344,27
13047030700,712.7768,2.9,21106,21
34027043303,1309.521,0,79715,28
34027043302,1682.772,7.77,76908,30
17031804603,1209.481,0,34519,26
12103025503,3996.604,0,24143,21
17031804607,4843.42,0,38152,27
17031804606,3810.302,0,40158,30
37157041002,97.02164,0,25002,30
20173010001,1121.583,4.38,51635,19
20173010003,3394.441,13.64,27102,17
20173010002,1007.525,7.61,53232,19
20173010005,2351.872,12.2,28343,18
06037186302,7704.208,0,31083,34
06037186301,6937.599,0,17872,30
51163930400,51.48059,11.57,22267,25
44007010300,2563.203,41.57,24317,19
05119003001,3446.271,0,12737,17
05119003002,3946.571,20.14,12293,21
47179061300,1138.751,0,30442,18
49053271702,249.1168,0,23975,14
49053271701,1511.142,0,30819,12
45049920100,32.91533,2.17,22444,26
06073020403,3599.244,11.26,27763,31
39043041600,274.3828,0,31387,17
54039001800,247.4041,0,50160,18
